ID,frequency,recency,T
1592,0,0.0,30.71
1593,1,2.0,30.71
1594,0,0.0,30.71
1595,2,4.0,30.71
1596,0,0.0,30.71
1597,4,20.29,30.71
1598,1,25.0,30.71
1599,0,0.0,30.71
1600,0,0.0,30.71
1601,0,0.0,30.71
1602,0,0.0,30.71
1603,0,0.0,30.71
1604,0,0.0,30.71
1605,2,21.43,30.71
1606,0,0.0,30.71
1607,1,24.71,30.71
1608,1,30.29,30.71
1609,1,14.71,30.57
1610,0,0.0,30.57
1611,3,17.57,30.57
1612,2,6.0,30.57
1613,0,0.0,30.57
1614,2,27.71,30.57
1615,5,28.43,30.57
1616,0,0.0,30.57
1617,1,16.57,30.57
1618,0,0.0,30.57
1619,0,0.0,30.57
1620,1,1.71,30.57
1621,1,25.86,30.57
1622,0,0.0,30.57
1623,0,0.0,30.57
1624,0,0.0,30.57
1625,0,0.0,30.57
1626,1,3.29,30.57
1627,0,0.0,30.57
1628,5,25.86,30.57
1629,1,28.14,30.57
1630,0,0.0,30.57
1631,1,5.71,30.57
1632,0,0.0,30.57
1633,4,26.71,30.57
1634,0,0.0,30.57
1635,0,0.0,30.57
1636,0,0.0,30.57
1637,0,0.0,30.57
1638,0,0.0,30.57
1639,4,21.71,30.43
1640,3,12.71,30.43
1641,0,0.0,30.43
1642,0,0.0,30.43
1643,0,0.0,30.43
1644,1,17.29,30.43
1645,0,0.0,30.43
1646,1,3.29,30.43
1647,0,0.0,30.43
1648,2,8.86,30.43
1649,0,0.0,30.43
1650,0,0.0,30.43
1651,0,0.0,30.43
1652,2,24.43,30.43
1653,4,20.86,30.43
1654,0,0.0,30.43
1655,0,0.0,30.43
1656,0,0.0,30.43
1657,0,0.0,30.43
1658,2,19.57,30.43
1659,0,0.0,30.43
1660,0,0.0,30.43
1661,0,0.0,30.43
1662,1,16.86,30.43
1663,0,0.0,30.43
1664,1,6.0,30.43
1665,1,4.29,30.29
1666,0,0.0,30.29
1667,0,0.0,30.29
1668,3,16.86,30.29
1669,3,30.29,30.29
1670,0,0.0,30.29
1671,2,25.71,30.29
1672,0,0.0,30.29
1673,1,21.14,30.29
1674,0,0.0,30.29
1675,1,24.57,30.29
1676,0,0.0,30.29
1677,0,0.0,30.29
1678,0,0.0,30.29
1679,5,28.29,30.29
1680,1,8.29,30.29
1681,3,18.29,30.29
1682,0,0.0,30.29
1683,2,19.43,30.29
1684,1,1.86,30.29
1685,0,0.0,30.29
1686,1,10.14,30.29
1687,0,0.0,30.29
1688,0,0.0,30.29
1689,0,0.0,30.29
1690,1,22.0,30.29
1691,0,0.0,30.29
1692,2,3.86,30.29
1693,0,0.0,30.29
1694,0,0.0,30.29
1695,0,0.0,30.29
1696,2,17.71,30.14
1697,3,20.86,30.14
1698,0,0.0,30.14
1699,0,0.0,30.14
1700,5,30.0,30.14
1701,0,0.0,30.14
1702,2,2.0,30.14
1703,0,0.0,30.14
1704,0,0.0,30.14
1705,0,0.0,30.14
1706,0,0.0,30.14
1707,0,0.0,30.14
1708,1,1.29,30.14
1709,1,16.14,30.14
1710,0,0.0,30.14
1711,0,0.0,30.14
1712,9,28.57,30.14
1713,2,8.86,30.14
1714,0,0.0,30.14
1715,1,6.29,30.14
1716,1,2.14,30.14
1717,0,0.0,30.14
1718,0,0.0,30.14
1719,0,0.0,30.14
1720,1,21.86,30.14
1721,1,21.86,30.14
1722,0,0.0,30.14
1723,0,0.0,30.14
1724,0,0.0,30.14
1725,0,0.0,30.14
1726,0,0.0,30.0
1727,0,0.0,30.0
1728,2,5.43,30.0
1729,0,0.0,30.0
1730,0,0.0,30.0
1731,0,0.0,30.0
1732,0,0.0,30.0
1733,3,29.71,30.0
1734,0,0.0,30.0
1735,0,0.0,30.0
1736,0,0.0,30.0
1737,1,20.86,30.0
1738,0,0.0,30.0
1739,0,0.0,30.0
1740,0,0.0,30.0
1741,0,0.0,30.0
1742,2,25.14,30.0
1743,0,0.0,30.0
1744,4,25.14,30.0
1745,0,0.0,30.0
1746,4,28.43,30.0
1747,3,24.43,30.0
1748,0,0.0,30.0
1749,3,16.0,30.0
1750,2,15.71,30.0
1751,0,0.0,30.0
1752,0,0.0,30.0
1753,0,0.0,30.0
1754,0,0.0,30.0
1755,0,0.0,30.0
1756,4,7.57,30.0
1757,0,0.0,30.0
1758,0,0.0,29.86
1759,0,0.0,29.86
1760,5,26.57,29.86
1761,3,6.29,29.86
1762,2,15.29,29.86
1763,2,28.71,29.86
1764,0,0.0,29.86
1765,0,0.0,29.86
1766,3,24.71,29.86
1767,2,16.86,29.86
1768,4,26.57,29.86
1769,0,0.0,29.86
1770,7,28.0,29.86
1771,1,21.57,29.86
1772,2,20.71,29.86
1773,0,0.0,29.86
1774,2,8.14,29.86
1775,2,15.29,29.86
1776,0,0.0,29.86
1777,3,2.43,29.86
1778,0,0.0,29.86
1779,0,0.0,29.86
1780,0,0.0,29.86
1781,1,24.57,29.86
1782,0,0.0,29.86
1783,1,14.0,29.86
1784,0,0.0,29.86
1785,0,0.0,29.86
1786,3,12.71,29.86
1787,0,0.0,29.86
1788,0,0.0,29.86
1789,1,2.86,29.86
1790,6,26.43,29.86
1791,0,0.0,29.86
1792,1,17.57,29.86
1793,0,0.0,29.86
1794,2,24.86,29.86
1795,3,5.71,29.86
1796,0,0.0,29.86
1797,0,0.0,29.86
1798,3,9.71,29.71
1799,0,0.0,29.71
1800,1,20.14,29.71
1801,0,0.0,29.71
1802,0,0.0,29.71
1803,0,0.0,29.71
1804,0,0.0,29.71
1805,0,0.0,29.71
1806,0,0.0,29.71
1807,0,0.0,29.71
1808,5,29.57,29.71
1809,0,0.0,29.71
1810,0,0.0,29.71
1811,0,0.0,29.71
1812,1,21.14,29.71
1813,0,0.0,29.71
1814,0,0.0,29.71
1815,0,0.0,29.71
1816,0,0.0,29.71
1817,0,0.0,29.71
1818,0,0.0,29.71
1819,0,0.0,29.71
1820,9,23.43,29.71
1821,4,28.14,29.71
1822,2,27.57,29.71
1823,0,0.0,29.71
1824,0,0.0,29.71
1825,1,5.0,29.71
1826,4,8.0,29.71
1827,1,20.86,29.57
1828,0,0.0,29.57
1829,1,1.0,29.57
1830,0,0.0,29.57
1831,1,20.86,29.57
1832,0,0.0,29.57
1833,0,0.0,29.57
1834,1,19.71,29.57
1835,0,0.0,29.57
1836,1,0.71,29.57
1837,0,0.0,29.57
1838,0,0.0,29.57
1839,0,0.0,29.57
1840,1,1.71,29.57
1841,0,0.0,29.57
1842,1,14.29,29.57
1843,5,29.43,29.57
1844,0,0.0,29.57
1845,1,25.0,29.57
1846,0,0.0,29.57
1847,0,0.0,29.57
1848,0,0.0,29.57
1849,1,27.0,29.57
1850,0,0.0,29.57
1851,1,9.71,29.57
1852,0,0.0,29.57
1853,1,2.0,29.57
1854,0,0.0,29.57
1855,1,1.57,29.57
1856,1,26.29,29.43
1857,0,0.0,29.43
1858,0,0.0,29.43
1859,0,0.0,29.43
1860,7,28.57,29.43
1861,0,0.0,29.43
1862,0,0.0,29.43
1863,1,28.57,29.43
1864,0,0.0,29.43
1865,1,24.0,29.43
1866,0,0.0,29.43
1867,0,0.0,29.43
1868,0,0.0,29.43
1869,0,0.0,29.43
1870,0,0.0,29.43
1871,0,0.0,29.43
1872,1,2.43,29.43
1873,1,9.57,29.43
1874,0,0.0,29.43
1875,0,0.0,29.43
1876,1,24.14,29.43
1877,0,0.0,29.43
1878,2,10.71,29.43
1879,0,0.0,29.43
1880,0,0.0,29.43
1881,0,0.0,29.43
1882,1,11.43,29.43
1883,0,0.0,29.43
1884,0,0.0,29.29
1885,0,0.0,29.29
1886,1,16.29,29.29
1887,15,23.86,29.29
1888,0,0.0,29.29
1889,1,16.29,29.29
1890,0,0.0,29.29
1891,2,20.57,29.29
1892,0,0.0,29.29
1893,0,0.0,29.29
1894,3,22.57,29.29
1895,0,0.0,29.29
1896,0,0.0,29.29
1897,0,0.0,29.29
1898,0,0.0,29.29
1899,1,12.14,29.29
1900,0,0.0,29.29
1901,21,4.71,29.29
1902,2,20.43,29.29
1903,0,0.0,29.29
1904,0,0.0,29.29
1905,0,0.0,29.29
1906,3,19.86,29.29
1907,0,0.0,29.29
1908,0,0.0,29.29
1909,3,16.14,29.29
1910,2,20.57,29.29
1911,1,2.14,29.29
1912,0,0.0,29.29
1913,0,0.0,29.29
1914,1,0.43,29.29
1915,1,17.14,29.14
1916,1,3.29,29.14
1917,0,0.0,29.14
1918,0,0.0,29.14
1919,1,25.14,29.14
1920,2,18.29,29.14
1921,2,3.71,29.14
1922,1,5.14,29.14
1923,0,0.0,29.14
1924,0,0.0,29.14
1925,4,28.57,29.14
1926,0,0.0,29.14
1927,0,0.0,29.14
1928,0,0.0,29.14
1929,2,27.86,29.14
1930,0,0.0,29.14
1931,0,0.0,29.14
1932,1,22.71,29.14
1933,0,0.0,29.14
1934,1,19.14,29.14
1935,1,11.14,29.14
1936,0,0.0,29.14
1937,0,0.0,29.14
1938,0,0.0,29.14
1939,2,27.71,29.14
1940,0,0.0,29.14
1941,0,0.0,29.14
1942,0,0.0,29.14
1943,2,20.14,29.14
1944,0,0.0,29.14
1945,0,0.0,29.0
1946,2,4.0,29.0
1947,0,0.0,29.0
1948,0,0.0,29.0
1949,0,0.0,29.0
1950,1,15.14,29.0
1951,0,0.0,29.0
1952,0,0.0,29.0
1953,6,21.29,29.0
1954,0,0.0,29.0
1955,11,23.29,29.0
1956,0,0.0,29.0
1957,0,0.0,29.0
1958,1,3.86,29.0
1959,1,1.57,29.0
1960,0,0.0,29.0
1961,1,28.0,29.0
1962,1,18.29,29.0
1963,2,10.86,29.0
1964,2,25.43,29.0
1965,0,0.0,29.0
1966,3,1.43,29.0
1967,0,0.0,29.0
1968,0,0.0,29.0
1969,0,0.0,29.0
1970,0,0.0,29.0
1971,0,0.0,29.0
1972,0,0.0,29.0
1973,0,0.0,29.0
1974,0,0.0,29.0
1975,1,8.86,28.86
1976,0,0.0,28.86
1977,0,0.0,28.86
1978,0,0.0,28.86
1979,0,0.0,28.86
1980,1,1.71,28.86
1981,17,28.43,28.86
1982,2,23.71,28.86
1983,2,11.86,28.86
1984,0,0.0,28.86
1985,2,3.0,28.86
1986,0,0.0,28.86
1987,2,21.29,28.86
1988,0,0.0,28.86
1989,0,0.0,28.86
1990,0,0.0,28.86
1991,0,0.0,28.86
1992,1,16.71,28.86
1993,0,0.0,28.86
1994,0,0.0,28.86
1995,0,0.0,28.86
1996,0,0.0,28.86
1997,0,0.0,28.86
1998,0,0.0,28.86
1999,0,0.0,28.86
2000,0,0.0,28.86
2001,0,0.0,28.71
2002,0,0.0,28.71
2003,0,0.0,28.71
2004,0,0.0,28.71
2005,3,15.86,28.71
2006,0,0.0,28.71
2007,1,22.71,28.71
2008,0,0.0,28.71
2009,0,0.0,28.71
2010,1,15.14,28.71
2011,0,0.0,28.71
2012,2,8.43,28.71
2013,0,0.0,28.71
2014,0,0.0,28.71
2015,0,0.0,28.71
2016,0,0.0,28.71
2017,1,15.57,28.71
2018,0,0.0,28.71
2019,0,0.0,28.71
2020,0,0.0,28.71
2021,0,0.0,28.71
2022,1,13.0,28.71
2023,0,0.0,28.71
2024,7,24.29,28.71
2025,0,0.0,28.71
2026,0,0.0,28.71
2027,1,8.71,28.71
2028,0,0.0,28.71
2029,0,0.0,28.57
2030,3,15.14,28.57
2031,0,0.0,28.57
2032,0,0.0,28.57
2033,2,25.29,28.57
2034,4,21.71,28.57
2035,0,0.0,28.57
2036,1,2.29,28.57
2037,0,0.0,28.57
2038,0,0.0,28.57
2039,0,0.0,28.57
2040,0,0.0,28.57
2041,2,9.57,28.57
2042,1,2.14,28.57
2043,0,0.0,28.57
2044,4,25.14,28.57
2045,2,5.71,28.57
2046,0,0.0,28.57
2047,0,0.0,28.57
2048,1,14.86,28.57
2049,3,15.0,28.57
2050,0,0.0,28.57
2051,0,0.0,28.57
2052,1,11.0,28.57
2053,0,0.0,28.57
2054,0,0.0,28.57
2055,1,13.14,28.57
2056,0,0.0,28.57
2057,1,8.43,28.57
2058,1,25.43,28.57
2059,0,0.0,28.57
2060,0,0.0,28.57
2061,0,0.0,28.43
2062,0,0.0,28.43
2063,0,0.0,28.43
2064,0,0.0,28.43
2065,0,0.0,28.43
2066,0,0.0,28.43
2067,0,0.0,28.43
2068,2,27.71,28.43
2069,3,27.71,28.43
2070,0,0.0,28.43
2071,1,13.86,28.43
2072,0,0.0,28.43
2073,1,4.14,28.43
2074,1,21.14,28.43
2075,3,7.29,28.43
2076,3,27.71,28.43
2077,0,0.0,28.43
2078,0,0.0,28.43
2079,0,0.0,28.43
2080,0,0.0,28.43
2081,1,1.43,28.43
2082,0,0.0,28.43
2083,2,8.43,28.43
2084,0,0.0,28.43
2085,1,0.86,28.43
2086,0,0.0,28.29
2087,0,0.0,28.29
2088,0,0.0,28.29
2089,1,28.29,28.29
2090,1,1.29,28.29
2091,0,0.0,28.29
2092,2,5.43,28.29
2093,0,0.0,28.29
2094,2,22.14,28.29
2095,0,0.0,28.29
2096,3,26.0,28.29
2097,0,0.0,28.29
2098,4,11.14,28.29
2099,0,0.0,28.29
2100,1,11.0,28.29
2101,1,7.57,28.29
2102,0,0.0,28.29
2103,0,0.0,28.29
2104,1,18.86,28.29
2105,0,0.0,28.29
2106,3,21.14,28.29
2107,0,0.0,28.29
2108,0,0.0,28.29
2109,0,0.0,28.29
2110,1,13.29,28.29
2111,1,1.57,28.29
2112,0,0.0,28.29
2113,0,0.0,28.29
2114,0,0.0,28.29
2115,0,0.0,28.29
2116,0,0.0,28.29
2117,1,19.0,28.29
2118,0,0.0,28.29
2119,1,4.29,28.29
2120,0,0.0,28.14
2121,3,27.71,28.14
2122,0,0.0,28.14
2123,6,12.43,28.14
2124,0,0.0,28.14
2125,0,0.0,28.14
2126,0,0.0,28.14
2127,0,0.0,28.14
2128,3,24.43,28.14
2129,0,0.0,28.14
2130,0,0.0,28.14
2131,0,0.0,28.14
2132,2,25.0,28.14
2133,5,9.57,28.14
2134,0,0.0,28.14
2135,1,3.57,28.14
2136,0,0.0,28.14
2137,0,0.0,28.14
2138,1,2.86,28.14
2139,0,0.0,28.14
2140,1,7.14,28.14
2141,0,0.0,28.14
2142,0,0.0,28.14
2143,2,17.0,28.14
2144,0,0.0,28.14
2145,1,5.43,28.14
2146,2,24.57,28.14
2147,0,0.0,28.14
2148,0,0.0,28.0
2149,7,26.86,28.0
2150,0,0.0,28.0
2151,0,0.0,28.0
2152,2,14.29,28.0
2153,0,0.0,28.0
2154,2,21.86,28.0
2155,2,2.86,28.0
2156,0,0.0,28.0
2157,0,0.0,28.0
2158,0,0.0,28.0
2159,0,0.0,28.0
2160,0,0.0,28.0
2161,2,8.43,28.0
2162,0,0.0,28.0
2163,8,27.57,28.0
2164,0,0.0,28.0
2165,0,0.0,28.0
2166,5,18.43,28.0
2167,0,0.0,28.0
2168,1,8.43,28.0
2169,0,0.0,28.0
2170,1,1.43,28.0
2171,0,0.0,28.0
2172,1,3.57,28.0
2173,0,0.0,28.0
2174,0,0.0,28.0
2175,1,11.29,28.0
2176,0,0.0,28.0
2177,3,8.0,28.0
2178,0,0.0,28.0
2179,2,20.57,27.86
2180,0,0.0,27.86
2181,0,0.0,27.86
2182,0,0.0,27.86
2183,2,12.57,27.86
2184,1,19.57,27.86
2185,0,0.0,27.86
2186,0,0.0,27.86
2187,0,0.0,27.86
2188,0,0.0,27.86
2189,1,0.14,27.86
2190,0,0.0,27.86
2191,2,25.71,27.86
2192,0,0.0,27.86
2193,0,0.0,27.86
2194,0,0.0,27.86
2195,0,0.0,27.86
2196,2,23.71,27.86
2197,0,0.0,27.86
2198,0,0.0,27.86
2199,1,7.43,27.86
2200,0,0.0,27.86
2201,1,23.57,27.86
2202,2,24.43,27.86
2203,0,0.0,27.86
2204,0,0.0,27.86
2205,1,1.71,27.86
2206,0,0.0,27.86
2207,2,7.57,27.71
2208,0,0.0,27.71
2209,0,0.0,27.71
2210,3,25.71,27.71
2211,0,0.0,27.71
2212,0,0.0,27.71
2213,0,0.0,27.71
2214,1,21.57,27.71
2215,0,0.0,27.71
2216,0,0.0,27.71
2217,0,0.0,27.71
2218,1,14.0,27.71
2219,0,0.0,27.71
2220,9,25.29,27.71
2221,3,20.14,27.71
2222,0,0.0,27.71
2223,0,0.0,27.71
2224,0,0.0,27.71
2225,0,0.0,27.71
2226,0,0.0,27.71
2227,0,0.0,27.71
2228,3,19.86,27.57
2229,0,0.0,27.57
2230,0,0.0,27.57
2231,2,26.43,27.57
2232,0,0.0,27.57
2233,1,27.29,27.57
2234,1,21.43,27.57
2235,1,7.71,27.57
2236,0,0.0,27.57
2237,0,0.0,27.57
2238,0,0.0,27.57
2239,2,6.43,27.57
2240,6,27.57,27.57
2241,0,0.0,27.57
2242,0,0.0,27.57
2243,0,0.0,27.57
2244,0,0.0,27.57
2245,0,0.0,27.57
2246,0,0.0,27.57
2247,0,0.0,27.43
2248,0,0.0,27.43
2249,0,0.0,27.43
2250,1,9.71,27.43
2251,0,0.0,27.43
2252,1,8.43,27.43
2253,0,0.0,27.43
2254,1,3.71,27.43
2255,0,0.0,27.43
2256,0,0.0,27.43
2257,0,0.0,27.43
2258,0,0.0,27.43
2259,0,0.0,27.43
2260,1,9.0,27.43
2261,4,23.0,27.43
2262,0,0.0,27.43
2263,0,0.0,27.43
2264,2,27.0,27.43
2265,0,0.0,27.43
2266,0,0.0,27.43
2267,0,0.0,27.43
2268,0,0.0,27.43
2269,0,0.0,27.43
2270,1,16.29,27.43
2271,0,0.0,27.29
2272,0,0.0,27.29
2273,0,0.0,27.29
2274,1,4.86,27.29
2275,0,0.0,27.29
2276,0,0.0,27.29
2277,0,0.0,27.29
2278,1,22.14,27.29
2279,0,0.0,27.29
2280,2,20.71,27.29
2281,0,0.0,27.29
2282,1,0.71,27.29
2283,0,0.0,27.29
2284,0,0.0,27.29
2285,6,13.29,27.29
2286,0,0.0,27.29
2287,0,0.0,27.29
2288,0,0.0,27.29
2289,0,0.0,27.29
2290,1,15.86,27.29
2291,0,0.0,27.29
2292,0,0.0,27.29
2293,2,15.43,27.29
2294,6,21.14,27.29
2295,0,0.0,27.14
2296,1,12.14,27.14
2297,0,0.0,27.14
2298,0,0.0,27.14
2299,0,0.0,27.14
2300,0,0.0,27.14
2301,2,19.0,27.14
2302,0,0.0,27.14
2303,7,23.43,27.14
2304,0,0.0,27.14
2305,1,24.43,27.14
2306,2,8.29,27.14
2307,1,6.14,27.14
2308,1,1.57,27.14
2309,1,0.43,27.14
2310,0,0.0,27.14
2311,0,0.0,27.14
2312,1,25.86,27.14
2313,5,18.0,27.14
2314,0,0.0,27.14
2315,1,7.86,27.14
2316,0,0.0,27.14
2317,0,0.0,27.14
2318,2,13.29,27.14
2319,0,0.0,27.14
2320,0,0.0,27.14
2321,0,0.0,27.14
2322,0,0.0,27.14
2323,0,0.0,27.14
2324,0,0.0,27.14
2325,1,2.57,27.14
2326,0,0.0,27.14
2327,0,0.0,27.14
2328,1,21.43,27.0
2329,0,0.0,27.0
2330,1,13.71,27.0
2331,0,0.0,27.0
2332,5,13.0,27.0
2333,1,20.43,27.0
2334,0,0.0,27.0
2335,1,2.57,27.0
2336,2,6.86,27.0
2337,0,0.0,27.0
2338,0,0.0,27.0
2339,1,11.71,27.0
2340,2,17.57,27.0
2341,0,0.0,27.0
2342,1,6.29,27.0
2343,0,0.0,27.0
2344,2,12.0,27.0
2345,0,0.0,27.0
2346,1,7.57,27.0
2347,2,9.86,27.0
2348,7,24.14,27.0
2349,1,9.29,27.0
2350,2,21.86,27.0
2351,0,0.0,27.0
2352,0,0.0,27.0
2353,0,0.0,27.0
2354,5,24.29,27.0
2355,0,0.0,27.0
2356,4,26.57,27.0
2357,0,0.0,27.0
