ID,x,t_x,T,zbar
1586,0,0.00,30.71,0.00
1587,0,0.00,30.71,0.00
1588,1,7.57,30.71,26.74
1589,0,0.00,30.71,0.00
1590,0,0.00,30.71,0.00
1591,0,0.00,30.71,0.00
1592,0,0.00,30.71,0.00
1593,1,2.00,30.71,9.97
1594,0,0.00,30.71,0.00
1595,2,4.00,30.71,22.64
1596,0,0.00,30.71,0.00
1597,4,20.29,30.71,59.30
1598,1,25.00,30.71,186.26
1599,0,0.00,30.71,0.00
1600,0,0.00,30.71,0.00
1601,0,0.00,30.71,0.00
1602,0,0.00,30.71,0.00
1603,0,0.00,30.71,0.00
1604,0,0.00,30.71,0.00
1605,2,21.43,30.71,87.46
1606,0,0.00,30.71,0.00
1607,1,24.71,30.71,14.96
1608,1,30.29,30.71,12.99
1609,1,14.71,30.57,12.77
1610,0,0.00,30.57,0.00
1611,3,17.57,30.57,21.64
1612,2,6.00,30.57,14.67
1613,0,0.00,30.57,0.00
1614,2,27.71,30.57,21.13
1615,5,28.43,30.57,39.96
1616,0,0.00,30.57,0.00
1617,1,16.57,30.57,15.96
1618,0,0.00,30.57,0.00
1619,0,0.00,30.57,0.00
1620,1,1.71,30.57,10.77
1621,1,25.86,30.57,19.55
1622,0,0.00,30.57,0.00
1623,0,0.00,30.57,0.00
1624,0,0.00,30.57,0.00
1625,0,0.00,30.57,0.00
1626,1,3.29,30.57,48.36
1627,0,0.00,30.57,0.00
1628,5,25.86,30.57,28.81
1629,1,28.14,30.57,60.44
1630,0,0.00,30.57,0.00
1631,1,5.71,30.57,12.49
1632,0,0.00,30.57,0.00
1633,4,26.71,30.57,39.38
1634,0,0.00,30.57,0.00
1635,0,0.00,30.57,0.00
1636,0,0.00,30.57,0.00
1637,0,0.00,30.57,0.00
1638,0,0.00,30.57,0.00
1639,4,21.71,30.43,27.34
1640,3,12.71,30.43,41.36
1641,0,0.00,30.43,0.00
1642,0,0.00,30.43,0.00
1643,0,0.00,30.43,0.00
1644,1,17.29,30.43,33.86
1645,0,0.00,30.43,0.00
1646,1,3.29,30.43,38.31
1647,0,0.00,30.43,0.00
1648,2,8.86,30.43,20.35
1649,0,0.00,30.43,0.00
1650,0,0.00,30.43,0.00
1651,0,0.00,30.43,0.00
1652,2,24.43,30.43,12.57
1653,4,20.86,30.43,23.70
1654,0,0.00,30.43,0.00
1655,0,0.00,30.43,0.00
1656,0,0.00,30.43,0.00
1657,0,0.00,30.43,0.00
1658,2,19.57,30.43,38.73
1659,0,0.00,30.43,0.00
1660,0,0.00,30.43,0.00
1661,0,0.00,30.43,0.00
1662,1,16.86,30.43,14.96
1663,0,0.00,30.43,0.00
1664,1,6.00,30.43,24.73
1665,1,4.29,30.29,18.36
1666,0,0.00,30.29,0.00
1667,0,0.00,30.29,0.00
1668,3,16.86,30.29,21.01
1669,3,30.29,30.29,23.29
1670,0,0.00,30.29,0.00
1671,2,25.71,30.29,45.19
1672,0,0.00,30.29,0.00
1673,1,21.14,30.29,56.77
1674,0,0.00,30.29,0.00
1675,1,24.57,30.29,28.74
1676,0,0.00,30.29,0.00
1677,0,0.00,30.29,0.00
1678,0,0.00,30.29,0.00
1679,5,28.29,30.29,63.19
1680,1,8.29,30.29,22.54
1681,3,18.29,30.29,13.23
1682,0,0.00,30.29,0.00
1683,2,19.43,30.29,11.77
1684,1,1.86,30.29,25.99
1685,0,0.00,30.29,0.00
1686,1,10.14,30.29,28.08
1687,0,0.00,30.29,0.00
1688,0,0.00,30.29,0.00
1689,0,0.00,30.29,0.00
1690,1,22.00,30.29,13.97
1691,0,0.00,30.29,0.00
1692,2,3.86,30.29,39.81
1693,0,0.00,30.29,0.00
1694,0,0.00,30.29,0.00
1695,0,0.00,30.29,0.00
1696,2,17.71,30.14,245.21
1697,3,20.86,30.14,24.75
1698,0,0.00,30.14,0.00
1699,0,0.00,30.14,0.00
1700,5,30.00,30.14,20.87
1701,0,0.00,30.14,0.00
1702,2,2.00,30.14,18.34
1703,0,0.00,30.14,0.00
1704,0,0.00,30.14,0.00
1705,0,0.00,30.14,0.00
1706,0,0.00,30.14,0.00
1707,0,0.00,30.14,0.00
1708,1,1.29,30.14,5.78
1709,1,16.14,30.14,14.96
1710,0,0.00,30.14,0.00
1711,0,0.00,30.14,0.00
1712,9,28.57,30.14,32.13
1713,2,8.86,30.14,41.14
1714,0,0.00,30.14,0.00
1715,1,6.29,30.14,52.50
1716,1,2.14,30.14,116.47
1717,0,0.00,30.14,0.00
1718,0,0.00,30.14,0.00
1719,0,0.00,30.14,0.00
1720,1,21.86,30.14,41.11
1721,1,21.86,30.14,43.89
1722,0,0.00,30.14,0.00
1723,0,0.00,30.14,0.00
1724,0,0.00,30.14,0.00
1725,0,0.00,30.14,0.00
1726,0,0.00,30.00,0.00
1727,0,0.00,30.00,0.00
1728,2,5.43,30.00,15.48
1729,0,0.00,30.00,0.00
1730,0,0.00,30.00,0.00
1731,0,0.00,30.00,0.00
1732,0,0.00,30.00,0.00
1733,3,29.71,30.00,43.47
1734,0,0.00,30.00,0.00
1735,0,0.00,30.00,0.00
1736,0,0.00,30.00,0.00
1737,1,20.86,30.00,15.36
1738,0,0.00,30.00,0.00
1739,0,0.00,30.00,0.00
1740,0,0.00,30.00,0.00
1741,0,0.00,30.00,0.00
1742,2,25.14,30.00,22.35
1743,0,0.00,30.00,0.00
1744,4,25.14,30.00,26.47
1745,0,0.00,30.00,0.00
1746,4,28.43,30.00,33.56
1747,3,24.43,30.00,32.79
1748,0,0.00,30.00,0.00
1749,3,16.00,30.00,10.83
1750,2,15.71,30.00,43.69
1751,0,0.00,30.00,0.00
1752,0,0.00,30.00,0.00
1753,0,0.00,30.00,0.00
1754,0,0.00,30.00,0.00
1755,0,0.00,30.00,0.00
1756,4,7.57,30.00,34.94
1757,0,0.00,30.00,0.00
1758,0,0.00,29.86,0.00
1759,0,0.00,29.86,0.00
1760,5,26.57,29.86,31.61
1761,3,6.29,29.86,90.41
1762,2,15.29,29.86,34.13
1763,2,28.71,29.86,15.23
1764,0,0.00,29.86,0.00
1765,0,0.00,29.86,0.00
1766,3,24.71,29.86,38.57
1767,2,16.86,29.86,19.99
1768,4,26.57,29.86,32.66
1769,0,0.00,29.86,0.00
1770,7,28.00,29.86,12.89
1771,1,21.57,29.86,14.96
1772,2,20.71,29.86,14.77
1773,0,0.00,29.86,0.00
1774,2,8.14,29.86,13.73
1775,2,15.29,29.86,23.00
1776,0,0.00,29.86,0.00
1777,3,2.43,29.86,47.03
1778,0,0.00,29.86,0.00
1779,0,0.00,29.86,0.00
1780,0,0.00,29.86,0.00
1781,1,24.57,29.86,16.36
1782,0,0.00,29.86,0.00
1783,1,14.00,29.86,56.06
1784,0,0.00,29.86,0.00
1785,0,0.00,29.86,0.00
1786,3,12.71,29.86,8.51
1787,0,0.00,29.86,0.00
1788,0,0.00,29.86,0.00
1789,1,2.86,29.86,26.73
1790,6,26.43,29.86,27.93
1791,0,0.00,29.86,0.00
1792,1,17.57,29.86,29.98
1793,0,0.00,29.86,0.00
1794,2,24.86,29.86,41.72
1795,3,5.71,29.86,26.32
1796,0,0.00,29.86,0.00
1797,0,0.00,29.86,0.00
1798,3,9.71,29.71,64.21
1799,0,0.00,29.71,0.00
1800,1,20.14,29.71,105.26
1801,0,0.00,29.71,0.00
1802,0,0.00,29.71,0.00
1803,0,0.00,29.71,0.00
1804,0,0.00,29.71,0.00
1805,0,0.00,29.71,0.00
1806,0,0.00,29.71,0.00
1807,0,0.00,29.71,0.00
1808,5,29.57,29.71,42.51
1809,0,0.00,29.71,0.00
1810,0,0.00,29.71,0.00
1811,0,0.00,29.71,0.00
1812,1,21.14,29.71,87.40
1813,0,0.00,29.71,0.00
1814,0,0.00,29.71,0.00
1815,0,0.00,29.71,0.00
1816,0,0.00,29.71,0.00
1817,0,0.00,29.71,0.00
1818,0,0.00,29.71,0.00
1819,0,0.00,29.71,0.00
1820,9,23.43,29.71,62.40
1821,4,28.14,29.71,26.91
1822,2,27.57,29.71,47.95
1823,0,0.00,29.71,0.00
1824,0,0.00,29.71,0.00
1825,1,5.00,29.71,48.31
1826,4,8.00,29.71,45.73
1827,1,20.86,29.57,27.94
1828,0,0.00,29.57,0.00
1829,1,1.00,29.57,63.04
1830,0,0.00,29.57,0.00
1831,1,20.86,29.57,11.77
1832,0,0.00,29.57,0.00
1833,0,0.00,29.57,0.00
1834,1,19.71,29.57,28.77
1835,0,0.00,29.57,0.00
1836,1,0.71,29.57,6.77
1837,0,0.00,29.57,0.00
1838,0,0.00,29.57,0.00
1839,0,0.00,29.57,0.00
1840,1,1.71,29.57,32.99
1841,0,0.00,29.57,0.00
1842,1,14.29,29.57,36.70
1843,5,29.43,29.57,40.12
1844,0,0.00,29.57,0.00
1845,1,25.00,29.57,14.96
1846,0,0.00,29.57,0.00
1847,0,0.00,29.57,0.00
1848,0,0.00,29.57,0.00
1849,1,27.00,29.57,12.99
1850,0,0.00,29.57,0.00
1851,1,9.71,29.57,14.99
1852,0,0.00,29.57,0.00
1853,1,2.00,29.57,18.99
1854,0,0.00,29.57,0.00
1855,1,1.57,29.57,43.89
1856,1,26.29,29.43,12.25
1857,0,0.00,29.43,0.00
1858,0,0.00,29.43,0.00
1859,0,0.00,29.43,0.00
1860,7,28.57,29.43,36.26
1861,0,0.00,29.43,0.00
1862,0,0.00,29.43,0.00
1863,1,28.57,29.43,2.99
1864,0,0.00,29.43,0.00
1865,1,24.00,29.43,11.77
1866,0,0.00,29.43,0.00
1867,0,0.00,29.43,0.00
1868,0,0.00,29.43,0.00
1869,0,0.00,29.43,0.00
1870,0,0.00,29.43,0.00
1871,0,0.00,29.43,0.00
1872,1,2.43,29.43,44.69
1873,1,9.57,29.43,9.70
1874,0,0.00,29.43,0.00
1875,0,0.00,29.43,0.00
1876,1,24.14,29.43,14.37
1877,0,0.00,29.43,0.00
1878,2,10.71,29.43,11.77
1879,0,0.00,29.43,0.00
1880,0,0.00,29.43,0.00
1881,0,0.00,29.43,0.00
1882,1,11.43,29.43,9.99
1883,0,0.00,29.43,0.00
1884,0,0.00,29.29,0.00
1885,0,0.00,29.29,0.00
1886,1,16.29,29.29,13.97
1887,15,23.86,29.29,19.83
1888,0,0.00,29.29,0.00
1889,1,16.29,29.29,59.65
1890,0,0.00,29.29,0.00
1891,2,20.57,29.29,14.47
1892,0,0.00,29.29,0.00
1893,0,0.00,29.29,0.00
1894,3,22.57,29.29,24.76
1895,0,0.00,29.29,0.00
1896,0,0.00,29.29,0.00
1897,0,0.00,29.29,0.00
1898,0,0.00,29.29,0.00
1899,1,12.14,29.29,22.54
1900,0,0.00,29.29,0.00
1901,21,4.71,29.29,299.63
1902,2,20.43,29.29,75.05
1903,0,0.00,29.29,0.00
1904,0,0.00,29.29,0.00
1905,0,0.00,29.29,0.00
1906,3,19.86,29.29,17.89
1907,0,0.00,29.29,0.00
1908,0,0.00,29.29,0.00
1909,3,16.14,29.29,19.48
1910,2,20.57,29.29,37.82
1911,1,2.14,29.29,12.79
1912,0,0.00,29.29,0.00
1913,0,0.00,29.29,0.00
1914,1,0.43,29.29,42.49
1915,1,17.14,29.14,123.53
1916,1,3.29,29.14,32.00
1917,0,0.00,29.14,0.00
1918,0,0.00,29.14,0.00
1919,1,25.14,29.14,17.30
1920,2,18.29,29.14,213.01
1921,2,3.71,29.14,20.69
1922,1,5.14,29.14,34.93
1923,0,0.00,29.14,0.00
1924,0,0.00,29.14,0.00
1925,4,28.57,29.14,13.17
1926,0,0.00,29.14,0.00
1927,0,0.00,29.14,0.00
1928,0,0.00,29.14,0.00
1929,2,27.86,29.14,12.13
1930,0,0.00,29.14,0.00
1931,0,0.00,29.14,0.00
1932,1,22.71,29.14,14.96
1933,0,0.00,29.14,0.00
1934,1,19.14,29.14,15.76
1935,1,11.14,29.14,20.54
1936,0,0.00,29.14,0.00
1937,0,0.00,29.14,0.00
1938,0,0.00,29.14,0.00
1939,2,27.71,29.14,34.91
1940,0,0.00,29.14,0.00
1941,0,0.00,29.14,0.00
1942,0,0.00,29.14,0.00
1943,2,20.14,29.14,32.53
1944,0,0.00,29.14,0.00
1945,0,0.00,29.00,0.00
1946,2,4.00,29.00,36.11
1947,0,0.00,29.00,0.00
1948,0,0.00,29.00,0.00
1949,0,0.00,29.00,0.00
1950,1,15.14,29.00,26.14
1951,0,0.00,29.00,0.00
1952,0,0.00,29.00,0.00
1953,6,21.29,29.00,38.25
1954,0,0.00,29.00,0.00
1955,11,23.29,29.00,30.04
1956,0,0.00,29.00,0.00
1957,0,0.00,29.00,0.00
1958,1,3.86,29.00,14.96
1959,1,1.57,29.00,13.97
1960,0,0.00,29.00,0.00
1961,1,28.00,29.00,11.49
1962,1,18.29,29.00,38.97
1963,2,10.86,29.00,49.97
1964,2,25.43,29.00,25.66
1965,0,0.00,29.00,0.00
1966,3,1.43,29.00,37.45
1967,0,0.00,29.00,0.00
1968,0,0.00,29.00,0.00
1969,0,0.00,29.00,0.00
1970,0,0.00,29.00,0.00
1971,0,0.00,29.00,0.00
1972,0,0.00,29.00,0.00
1973,0,0.00,29.00,0.00
1974,0,0.00,29.00,0.00
1975,1,8.86,28.86,22.77
1976,0,0.00,28.86,0.00
1977,0,0.00,28.86,0.00
1978,0,0.00,28.86,0.00
1979,0,0.00,28.86,0.00
1980,1,1.71,28.86,60.25
1981,17,28.43,28.86,48.23
1982,2,23.71,28.86,15.16
1983,2,11.86,28.86,35.86
1984,0,0.00,28.86,0.00
1985,2,3.00,28.86,26.54
1986,0,0.00,28.86,0.00
1987,2,21.29,28.86,20.65
1988,0,0.00,28.86,0.00
1989,0,0.00,28.86,0.00
1990,0,0.00,28.86,0.00
1991,0,0.00,28.86,0.00
1992,1,16.71,28.86,13.97
1993,0,0.00,28.86,0.00
1994,0,0.00,28.86,0.00
1995,0,0.00,28.86,0.00
1996,0,0.00,28.86,0.00
1997,0,0.00,28.86,0.00
1998,0,0.00,28.86,0.00
1999,0,0.00,28.86,0.00
2000,0,0.00,28.86,0.00
2001,0,0.00,28.71,0.00
2002,0,0.00,28.71,0.00
2003,0,0.00,28.71,0.00
2004,0,0.00,28.71,0.00
2005,3,15.86,28.71,62.95
2006,0,0.00,28.71,0.00
2007,1,22.71,28.71,21.70
2008,0,0.00,28.71,0.00
2009,0,0.00,28.71,0.00
2010,1,15.14,28.71,19.99
2011,0,0.00,28.71,0.00
2012,2,8.43,28.71,20.10
2013,0,0.00,28.71,0.00
2014,0,0.00,28.71,0.00
2015,0,0.00,28.71,0.00
2016,0,0.00,28.71,0.00
2017,1,15.57,28.71,11.77
2018,0,0.00,28.71,0.00
2019,0,0.00,28.71,0.00
2020,0,0.00,28.71,0.00
2021,0,0.00,28.71,0.00
2022,1,13.00,28.71,27.94
2023,0,0.00,28.71,0.00
2024,7,24.29,28.71,16.60
2025,0,0.00,28.71,0.00
2026,0,0.00,28.71,0.00
2027,1,8.71,28.71,10.77
2028,0,0.00,28.71,0.00
2029,0,0.00,28.57,0.00
2030,3,15.14,28.57,29.20
2031,0,0.00,28.57,0.00
2032,0,0.00,28.57,0.00
2033,2,25.29,28.57,34.90
2034,4,21.71,28.57,26.56
2035,0,0.00,28.57,0.00
2036,1,2.29,28.57,13.77
2037,0,0.00,28.57,0.00
2038,0,0.00,28.57,0.00
2039,0,0.00,28.57,0.00
2040,0,0.00,28.57,0.00
2041,2,9.57,28.57,13.07
2042,1,2.14,28.57,66.43
2043,0,0.00,28.57,0.00
2044,4,25.14,28.57,37.66
2045,2,5.71,28.57,30.94
2046,0,0.00,28.57,0.00
2047,0,0.00,28.57,0.00
2048,1,14.86,28.57,14.79
2049,3,15.00,28.57,43.70
2050,0,0.00,28.57,0.00
2051,0,0.00,28.57,0.00
2052,1,11.00,28.57,12.25
2053,0,0.00,28.57,0.00
2054,0,0.00,28.57,0.00
2055,1,13.14,28.57,50.48
2056,0,0.00,28.57,0.00
2057,1,8.43,28.57,14.96
2058,1,25.43,28.57,122.37
2059,0,0.00,28.57,0.00
2060,0,0.00,28.57,0.00
2061,0,0.00,28.43,0.00
2062,0,0.00,28.43,0.00
2063,0,0.00,28.43,0.00
2064,0,0.00,28.43,0.00
2065,0,0.00,28.43,0.00
2066,0,0.00,28.43,0.00
2067,0,0.00,28.43,0.00
2068,2,27.71,28.43,39.34
2069,3,27.71,28.43,19.47
2070,0,0.00,28.43,0.00
2071,1,13.86,28.43,8.97
2072,0,0.00,28.43,0.00
2073,1,4.14,28.43,35.91
2074,1,21.14,28.43,28.74
2075,3,7.29,28.43,11.60
2076,3,27.71,28.43,27.09
2077,0,0.00,28.43,0.00
2078,0,0.00,28.43,0.00
2079,0,0.00,28.43,0.00
2080,0,0.00,28.43,0.00
2081,1,1.43,28.43,4.79
2082,0,0.00,28.43,0.00
2083,2,8.43,28.43,44.99
2084,0,0.00,28.43,0.00
2085,1,0.86,28.43,14.96
2086,0,0.00,28.29,0.00
2087,0,0.00,28.29,0.00
2088,0,0.00,28.29,0.00
2089,1,28.29,28.29,12.99
2090,1,1.29,28.29,16.36
2091,0,0.00,28.29,0.00
2092,2,5.43,28.29,21.66
2093,0,0.00,28.29,0.00
2094,2,22.14,28.29,25.85
2095,0,0.00,28.29,0.00
2096,3,26.00,28.29,45.64
2097,0,0.00,28.29,0.00
2098,4,11.14,28.29,77.06
2099,0,0.00,28.29,0.00
2100,1,11.00,28.29,31.76
2101,1,7.57,28.29,54.51
2102,0,0.00,28.29,0.00
2103,0,0.00,28.29,0.00
2104,1,18.86,28.29,48.91
2105,0,0.00,28.29,0.00
2106,3,21.14,28.29,18.82
2107,0,0.00,28.29,0.00
2108,0,0.00,28.29,0.00
2109,0,0.00,28.29,0.00
2110,1,13.29,28.29,15.76
2111,1,1.57,28.29,42.29
2112,0,0.00,28.29,0.00
2113,0,0.00,28.29,0.00
2114,0,0.00,28.29,0.00
2115,0,0.00,28.29,0.00
2116,0,0.00,28.29,0.00
2117,1,19.00,28.29,14.37
2118,0,0.00,28.29,0.00
2119,1,4.29,28.29,176.86
2120,0,0.00,28.14,0.00
2121,3,27.71,28.14,33.47
2122,0,0.00,28.14,0.00
2123,6,12.43,28.14,37.81
2124,0,0.00,28.14,0.00
2125,0,0.00,28.14,0.00
2126,0,0.00,28.14,0.00
2127,0,0.00,28.14,0.00
2128,3,24.43,28.14,53.57
2129,0,0.00,28.14,0.00
2130,0,0.00,28.14,0.00
2131,0,0.00,28.14,0.00
2132,2,25.00,28.14,19.64
2133,5,9.57,28.14,40.54
2134,0,0.00,28.14,0.00
2135,1,3.57,28.14,47.28
2136,0,0.00,28.14,0.00
2137,0,0.00,28.14,0.00
2138,1,2.86,28.14,16.70
2139,0,0.00,28.14,0.00
2140,1,7.14,28.14,24.99
2141,0,0.00,28.14,0.00
2142,0,0.00,28.14,0.00
2143,2,17.00,28.14,41.83
2144,0,0.00,28.14,0.00
2145,1,5.43,28.14,11.77
2146,2,24.57,28.14,13.57
2147,0,0.00,28.14,0.00
2148,0,0.00,28.00,0.00
2149,7,26.86,28.00,37.83
2150,0,0.00,28.00,0.00
2151,0,0.00,28.00,0.00
2152,2,14.29,28.00,48.68
2153,0,0.00,28.00,0.00
2154,2,21.86,28.00,22.55
2155,2,2.86,28.00,15.37
2156,0,0.00,28.00,0.00
2157,0,0.00,28.00,0.00
2158,0,0.00,28.00,0.00
2159,0,0.00,28.00,0.00
2160,0,0.00,28.00,0.00
2161,2,8.43,28.00,38.13
2162,0,0.00,28.00,0.00
2163,8,27.57,28.00,51.97
2164,0,0.00,28.00,0.00
2165,0,0.00,28.00,0.00
2166,5,18.43,28.00,18.63
2167,0,0.00,28.00,0.00
2168,1,8.43,28.00,14.37
2169,0,0.00,28.00,0.00
2170,1,1.43,28.00,15.36
2171,0,0.00,28.00,0.00
2172,1,3.57,28.00,19.54
2173,0,0.00,28.00,0.00
2174,0,0.00,28.00,0.00
2175,1,11.29,28.00,29.60
2176,0,0.00,28.00,0.00
2177,3,8.00,28.00,12.57
2178,0,0.00,28.00,0.00
2179,2,20.57,27.86,54.59
2180,0,0.00,27.86,0.00
2181,0,0.00,27.86,0.00
2182,0,0.00,27.86,0.00
2183,2,12.57,27.86,62.23
2184,1,19.57,27.86,26.33
2185,0,0.00,27.86,0.00
2186,0,0.00,27.86,0.00
2187,0,0.00,27.86,0.00
2188,0,0.00,27.86,0.00
2189,1,0.14,27.86,14.79
2190,0,0.00,27.86,0.00
2191,2,25.71,27.86,59.66
2192,0,0.00,27.86,0.00
2193,0,0.00,27.86,0.00
2194,0,0.00,27.86,0.00
2195,0,0.00,27.86,0.00
2196,2,23.71,27.86,12.02
2197,0,0.00,27.86,0.00
2198,0,0.00,27.86,0.00
2199,1,7.43,27.86,9.98
2200,0,0.00,27.86,0.00
2201,1,23.57,27.86,37.95
2202,2,24.43,27.86,87.90
2203,0,0.00,27.86,0.00
2204,0,0.00,27.86,0.00
2205,1,1.71,27.86,100.37
2206,0,0.00,27.86,0.00
2207,2,7.57,27.71,20.96
2208,0,0.00,27.71,0.00
2209,0,0.00,27.71,0.00
2210,3,25.71,27.71,18.43
2211,0,0.00,27.71,0.00
2212,0,0.00,27.71,0.00
2213,0,0.00,27.71,0.00
2214,1,21.57,27.71,5.96
2215,0,0.00,27.71,0.00
2216,0,0.00,27.71,0.00
2217,0,0.00,27.71,0.00
2218,1,14.00,27.71,11.77
2219,0,0.00,27.71,0.00
2220,9,25.29,27.71,15.81
2221,3,20.14,27.71,125.60
2222,0,0.00,27.71,0.00
2223,0,0.00,27.71,0.00
2224,0,0.00,27.71,0.00
2225,0,0.00,27.71,0.00
2226,0,0.00,27.71,0.00
2227,0,0.00,27.71,0.00
2228,3,19.86,27.57,28.39
2229,0,0.00,27.57,0.00
2230,0,0.00,27.57,0.00
2231,2,26.43,27.57,41.44
2232,0,0.00,27.57,0.00
2233,1,27.29,27.57,38.97
2234,1,21.43,27.57,71.50
2235,1,7.71,27.57,39.98
2236,0,0.00,27.57,0.00
2237,0,0.00,27.57,0.00
2238,0,0.00,27.57,0.00
2239,2,6.43,27.57,45.61
2240,6,27.57,27.57,31.10
2241,0,0.00,27.57,0.00
2242,0,0.00,27.57,0.00
2243,0,0.00,27.57,0.00
2244,0,0.00,27.57,0.00
2245,0,0.00,27.57,0.00
2246,0,0.00,27.57,0.00
2247,0,0.00,27.43,0.00
2248,0,0.00,27.43,0.00
2249,0,0.00,27.43,0.00
2250,1,9.71,27.43,18.76
2251,0,0.00,27.43,0.00
2252,1,8.43,27.43,13.77
2253,0,0.00,27.43,0.00
2254,1,3.71,27.43,61.24
2255,0,0.00,27.43,0.00
2256,0,0.00,27.43,0.00
2257,0,0.00,27.43,0.00
2258,0,0.00,27.43,0.00
2259,0,0.00,27.43,0.00
2260,1,9.00,27.43,95.95
2261,4,23.00,27.43,79.86
2262,0,0.00,27.43,0.00
2263,0,0.00,27.43,0.00
2264,2,27.00,27.43,77.29
2265,0,0.00,27.43,0.00
2266,0,0.00,27.43,0.00
2267,0,0.00,27.43,0.00
2268,0,0.00,27.43,0.00
2269,0,0.00,27.43,0.00
2270,1,16.29,27.43,14.96
2271,0,0.00,27.29,0.00
2272,0,0.00,27.29,0.00
2273,0,0.00,27.29,0.00
2274,1,4.86,27.29,26.99
2275,0,0.00,27.29,0.00
2276,0,0.00,27.29,0.00
2277,0,0.00,27.29,0.00
2278,1,22.14,27.29,45.29
2279,0,0.00,27.29,0.00
2280,2,20.71,27.29,29.65
2281,0,0.00,27.29,0.00
2282,1,0.71,27.29,14.37
2283,0,0.00,27.29,0.00
2284,0,0.00,27.29,0.00
2285,6,13.29,27.29,41.79
2286,0,0.00,27.29,0.00
2287,0,0.00,27.29,0.00
2288,0,0.00,27.29,0.00
2289,0,0.00,27.29,0.00
2290,1,15.86,27.29,29.33
2291,0,0.00,27.29,0.00
2292,0,0.00,27.29,0.00
2293,2,15.43,27.29,22.15
2294,6,21.14,27.29,34.67
2295,0,0.00,27.14,0.00
2296,1,12.14,27.14,25.34
2297,0,0.00,27.14,0.00
2298,0,0.00,27.14,0.00
2299,0,0.00,27.14,0.00
2300,0,0.00,27.14,0.00
2301,2,19.00,27.14,38.37
2302,0,0.00,27.14,0.00
2303,7,23.43,27.14,38.57
2304,0,0.00,27.14,0.00
2305,1,24.43,27.14,27.98
2306,2,8.29,27.14,40.41
2307,1,6.14,27.14,14.96
2308,1,1.57,27.14,28.93
2309,1,0.43,27.14,15.96
2310,0,0.00,27.14,0.00
2311,0,0.00,27.14,0.00
2312,1,25.86,27.14,12.49
2313,5,18.00,27.14,20.68
2314,0,0.00,27.14,0.00
2315,1,7.86,27.14,50.87
2316,0,0.00,27.14,0.00
2317,0,0.00,27.14,0.00
2318,2,13.29,27.14,23.66
2319,0,0.00,27.14,0.00
2320,0,0.00,27.14,0.00
2321,0,0.00,27.14,0.00
2322,0,0.00,27.14,0.00
2323,0,0.00,27.14,0.00
2324,0,0.00,27.14,0.00
2325,1,2.57,27.14,22.99
2326,0,0.00,27.14,0.00
2327,0,0.00,27.14,0.00
2328,1,21.43,27.00,34.97
2329,0,0.00,27.00,0.00
2330,1,13.71,27.00,15.36
2331,0,0.00,27.00,0.00
2332,5,13.00,27.00,146.96
2333,1,20.43,27.00,68.63
2334,0,0.00,27.00,0.00
2335,1,2.57,27.00,32.91
2336,2,6.86,27.00,21.85
2337,0,0.00,27.00,0.00
2338,0,0.00,27.00,0.00
2339,1,11.71,27.00,21.00
2340,2,17.57,27.00,43.80
2341,0,0.00,27.00,0.00
2342,1,6.29,27.00,52.69
2343,0,0.00,27.00,0.00
2344,2,12.00,27.00,15.24
2345,0,0.00,27.00,0.00
2346,1,7.57,27.00,11.77
2347,2,9.86,27.00,32.64
2348,7,24.14,27.00,16.36
2349,1,9.29,27.00,13.97
2350,2,21.86,27.00,18.56
2351,0,0.00,27.00,0.00
2352,0,0.00,27.00,0.00
2353,0,0.00,27.00,0.00
2354,5,24.29,27.00,44.93
2355,0,0.00,27.00,0.00
2356,4,26.57,27.00,33.32
2357,0,0.00,27.00,0.00